q_id,image_id,question,answer,full_answer
99,graph_99_anomalous,Explain the anomaly in Roger Miller if there are any.,"Roger Miller, a Developer, has a large number of connections, linking to the following nodes: Repo 2, Repo 4, Repo 7, Repo 9, Repo 3, Repo 8. It is more than 2 standard deviations away from the mean edges in the graph.","Roger Miller, a Developer, has a large number of connections, linking to the following nodes: Repo 2, Repo 4, Repo 7, Repo 9, Repo 3, Repo 8. It is more than 2 standard deviations away from the mean edges in the graph."
100,graph_100_anomalous,Explain the anomaly in Lance Jimenez if there are any.,"Lance Jimenez, a Developer, has a large number of connections, linking to the following nodes: Repo 10, Repo 1, Repo 7, Repo 3, Repo 9, Repo 12, Repo 4, Repo 2. It is more than 2 standard deviations away from the mean edges in the graph.","Lance Jimenez, a Developer, has a large number of connections, linking to the following nodes: Repo 10, Repo 1, Repo 7, Repo 3, Repo 9, Repo 12, Repo 4, Repo 2. It is more than 2 standard deviations away from the mean edges in the graph."
101,graph_101_normal,Explain the anomaly in Chicago if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
102,graph_102_normal,Explain the anomaly in Indianapolis if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
103,graph_103_normal,Explain the anomaly in Houston if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
104,graph_104_normal,Explain the anomaly in Credit Card 1 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
105,graph_105_normal,Explain the anomaly in Philadelphia if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
106,graph_106_normal,Explain the anomaly in San Diego if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
107,graph_107_normal,Explain the anomaly in New York City if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
108,graph_108_normal,Explain the anomaly in San Diego if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
109,graph_109_normal,Explain the anomaly in San Diego if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
110,graph_110_normal,Explain the anomaly in San Antonio if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
111,graph_111_normal,Explain the anomaly in Indianapolis if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
112,graph_112_normal,Explain the anomaly in Credit Card 3 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
113,graph_113_normal,Explain the anomaly in Chicago if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
114,graph_114_normal,Explain the anomaly in Chicago if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
115,graph_115_normal,Explain the anomaly in New York City if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
116,graph_116_normal,Explain the anomaly in Houston if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
117,graph_117_normal,Explain the anomaly in Houston if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
118,graph_118_normal,Explain the anomaly in Credit Card 1 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
119,graph_119_normal,Explain the anomaly in Credit Card 3 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
120,graph_120_normal,Explain the anomaly in Dallas if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
121,graph_121_normal,Explain the anomaly in New York City if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
122,graph_122_normal,Explain the anomaly in San Antonio if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
123,graph_123_normal,Explain the anomaly in San Diego if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
124,graph_124_normal,Explain the anomaly in San Antonio if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
125,graph_125_normal,Explain the anomaly in Credit Card 3 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
126,graph_126_normal,Explain the anomaly in Phoenix if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
127,graph_127_normal,Explain the anomaly in Los Angeles if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
128,graph_128_normal,Explain the anomaly in San Diego if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
129,graph_129_normal,Explain the anomaly in Los Angeles if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
130,graph_130_normal,Explain the anomaly in Indianapolis if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
131,graph_131_normal,Explain the anomaly in Chicago if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
132,graph_132_normal,Explain the anomaly in Credit Card 1 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
133,graph_133_normal,Explain the anomaly in Dallas if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
134,graph_134_normal,Explain the anomaly in Houston if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
135,graph_135_normal,Explain the anomaly in Los Angeles if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
136,graph_136_normal,Explain the anomaly in Philadelphia if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
137,graph_137_normal,Explain the anomaly in San Diego if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
138,graph_138_normal,Explain the anomaly in Credit Card 3 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
139,graph_139_normal,Explain the anomaly in Credit Card 1 if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
140,graph_140_normal,Explain the anomaly in Phoenix if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
141,graph_141_normal,Explain the anomaly in Dallas if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
142,graph_142_normal,Explain the anomaly in Philadelphia if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
143,graph_143_normal,Explain the anomaly in Los Angeles if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
144,graph_144_normal,Explain the anomaly in Philadelphia if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
145,graph_145_normal,Explain the anomaly in Phoenix if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
146,graph_146_normal,Explain the anomaly in Philadelphia if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
147,graph_147_normal,Explain the anomaly in San Antonio if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
148,graph_148_normal,Explain the anomaly in Dallas if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
149,graph_149_normal,Explain the anomaly in Chicago if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
150,graph_150_normal,Explain the anomaly in Phoenix if there are any.,There are no anomalies in this node.,There are no anomalies in this node.
151,graph_151_anomalous,Explain the anomaly in Credit Card 1 if there are any.,"Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: San Diego, New York City, Chicago, Houston, San Antonio, Dallas. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: San Diego, New York City, Chicago, Houston, San Antonio, Dallas. It is more than 2 standard deviations away from the mean edges in the graph."
152,graph_152_anomalous,Explain the anomaly in Credit Card 2 if there are any.,"Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: San Antonio, Philadelphia, Indianapolis, San Diego, Los Angeles, Houston, Phoenix, Chicago. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: San Antonio, Philadelphia, Indianapolis, San Diego, Los Angeles, Houston, Phoenix, Chicago. It is more than 2 standard deviations away from the mean edges in the graph."
153,graph_153_anomalous,Explain the anomaly in Credit Card 1 if there are any.,"Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: Chicago, New York City, Houston, San Antonio, Indianapolis, Dallas, San Diego. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: Chicago, New York City, Houston, San Antonio, Indianapolis, Dallas, San Diego. It is more than 2 standard deviations away from the mean edges in the graph."
154,graph_154_anomalous,Explain the anomaly in Credit Card 1 if there are any.,"Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, San Antonio, New York City, San Diego, Dallas, Chicago, Houston, Los Angeles. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 1, a Credit Card, has a large number of connections, linking to the following nodes: Phoenix, San Antonio, New York City, San Diego, Dallas, Chicago, Houston, Los Angeles. It is more than 2 standard deviations away from the mean edges in the graph."
155,graph_155_anomalous,Explain the anomaly in Credit Card 2 if there are any.,"Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Philadelphia, San Diego, Phoenix, San Antonio, Houston, Chicago. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 2, a Credit Card, has a large number of connections, linking to the following nodes: Philadelphia, San Diego, Phoenix, San Antonio, Houston, Chicago. It is more than 2 standard deviations away from the mean edges in the graph."
156,graph_156_anomalous,Explain the anomaly in Credit Card 3 if there are any.,"Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Houston, San Diego, Los Angeles, Chicago, Philadelphia, Indianapolis, San Antonio, New York City. It is more than 2 standard deviations away from the mean edges in the graph.","Credit Card 3, a Credit Card, has a large number of connections, linking to the following nodes: Houston, San Diego, Los Angeles, Chicago, Philadelphia, Indianapolis, San Antonio, New York City. It is more than 2 standard deviations away from the mean edges in the graph."
